from_stop_id,to_stop_id,transfer_type,min_transfer_time
1691,4037033,2,185
4037277,2402,2,188
2365,3764995,2,207
2365,3764994,2,190
1691,7275658,2,185
3765213,1710,2,211
2174,7013420,2,196
2174,7013421,2,207
7653689,2172,2,239
1710,5138040,2,191
7653691,2336,2,193
1869,3811284,2,186
2526,6591468,2,238
5709998,1906,2,195
1723,3926217,2,207
1667,5138042,2,226
1869,4008281,2,186
2337,5091946,2,207
2337,5091945,2,241
3765214,2479,2,196
2337,3681788,2,236
2337,3681789,2,275
1667,3813061,2,207
1906,5770813,2,249
3807622,2477,2,207
1906,5770812,2,186
3812975,1826,2,190
3765214,1669,2,196
2309,5138187,2,200
2309,5138186,2,195
5710056,1906,2,195
3813041,2309,2,200
2479,3893414,2,279
2479,3893417,2,196
2479,3893416,2,227
2479,5138039,2,204
1883,4211798,2,245
4726726,1632,2,198
1883,4211797,2,225
2501,3749883,2,185
4473148,1826,2,405
4009239,2176,2,321
4726727,1782,2,208
2468,4726914,2,214
2468,4726915,2,205
1723,4008837,2,252
5761433,2282,2,184
3765217,2052,2,259
1632,7275660,2,198
3765215,1669,2,227
7312135,1870,2,322
1686,3749686,2,245
1686,3749687,2,262
7653690,2172,2,209
1723,4726963,2,200
1792,3764495,2,210
2156,2090,2,180
1792,3764494,2,210
2477,3813108,2,218
1870,3681864,2,275
3716877,1982,2,202
2365,4045007,2,405
2365,4045008,2,209
2365,4045006,2,251
4726732,1667,2,207
2365,4045009,2,252
3740517,1723,2,252
3901291,5761282,2,227
3901291,5761283,2,204
3807615,2501,2,185
2337,6583515,2,207
3813038,2365,2,238
2428,3749875,2,259
2428,3749876,2,275
2428,3749877,2,194
5761433,1886,2,184
1906,3749639,2,232
1906,3749638,2,207
1841,4016317,2,225
2526,3926194,2,238
2421,3666627,2,210
2421,3666626,2,195
1743,4035715,2,219
1723,3749937,2,249
2402,4045027,2,210
4997009,2421,2,198
4687337,2176,2,186
5710057,1906,2,218
7376290,1723,2,254
2468,5657267,2,204
2468,5657268,2,205
3764738,2468,2,253
1667,5138220,2,194
1743,4035714,2,210
4009623,1646,2,199
2468,3764794,2,186
2468,4472773,2,225
2468,3764795,2,186
2468,4472774,2,227
1826,4473029,2,409
1723,4726915,2,205
3813039,1826,2,209
1723,4726914,2,214
1686,5138164,2,247
1826,4473027,2,415
7653682,1710,2,244
1826,4473028,2,434
1686,5138165,2,288
1824,2365,2,108
1782,5121375,2,208
1723,5018192,2,226
4009642,1723,2,252
2365,4037000,2,280
2365,4037001,2,252
2365,4037002,2,251
2365,4037003,2,434
3740515,2468,2,108
2365,4037004,2,405
4037296,1826,2,280
1723,5018190,2,254
3807617,1632,2,198
3740515,1723,2,108
4009272,1870,2,258
1722,2468,2,220
3764758,2365,2,223
2245,3749928,2,231
1870,4473009,2,236
2172,4008208,2,222
2245,3749929,2,226
1870,4473008,2,236
5067573,1986,2,140
1646,3887775,2,275
1869,4008206,2,226
2365,6591516,2,216
2037,2551,2,180
5710057,2267,2,218
3765218,2101,2,223
2402,3740304,2,188
3812975,2365,2,190
2526,5138043,2,190
4009624,2526,2,190
2512,3887809,2,198
2052,3893412,2,211
1870,6583515,2,207
2052,3893415,2,211
2172,1980,2,119
2052,3893414,2,259
2052,3893413,2,223
2477,3893422,2,220
2402,3764495,2,210
1826,6591474,2,251
1826,6591473,2,252
1826,6591472,2,280
2402,3764494,2,210
1666,1667,2,65
3741070,2421,2,288
2477,3893423,2,194
1826,3442435,2,405
4009623,2526,2,199
1826,3442436,2,440
1826,5121373,2,434
1826,3442432,2,190
1826,5121372,2,406
1826,3442433,2,207
1826,6591476,2,405
1826,3442434,2,215
1826,5121374,2,402
1826,6591475,2,434
1826,5121381,2,415
2402,5454903,2,210
1826,5121382,2,415
2477,5138220,2,194
2172,2170,2,96
3740511,1841,2,225
2337,4037025,2,236
2337,4037024,2,236
1750,3749875,2,259
1750,3749876,2,275
1750,3749877,2,194
1826,5121383,2,438
2468,4036748,2,227
2468,4036749,2,235
2468,4036747,2,226
3812976,1826,2,208
2421,3666679,2,210
1723,4036827,2,254
2421,3666678,2,195
7653683,1710,2,241
5067574,2176,2,186
7275549,1723,2,241
2267,5018152,2,186
3716942,1982,2,239
2267,5018153,2,249
5355360,3901291,2,222
5355360,3901292,2,222
1842,3442464,2,200
6408747,1870,2,262
2468,4016359,2,207
1743,3666678,2,195
2468,4016358,2,242
7653688,2101,2,211
1743,3666679,2,210
1723,3749916,2,226
2279,5770810,2,267
1826,2366,2,241
2279,5770811,2,250
1826,2364,2,396
1646,5138043,2,190
4022946,1669,2,279
4009241,1870,2,216
1723,4035039,2,210
4009664,1723,2,210
1723,4035038,2,210
4009631,1669,2,204
7275549,2468,2,241
4037290,1669,2,227
7275133,2279,2,225
3764482,1691,2,185
2467,1723,2,263
2501,4473021,2,185
1632,3887809,2,198
1782,4037007,2,208
2402,3740335,2,210
1743,3740975,2,184
4009666,1667,2,226
1743,3740974,2,218
3716945,1723,2,215
2455,3687100,2,250
4009222,2337,2,250
2465,3764498,2,212
6408763,2337,2,262
3740510,1841,2,243
2365,3887812,2,238
6408761,2337,2,258
2468,4473192,2,252
3740559,2468,2,225
2468,4473190,2,210
3765212,1710,2,244
2468,4473191,2,210
3764738,1723,2,253
1826,3926246,2,251
2101,3893412,2,211
2101,3893413,2,223
1841,3749682,2,235
7653720,2477,2,235
1841,3749684,2,225
1723,6961993,2,226
1841,3749683,2,243
1841,3749685,2,197
4009637,1982,2,239
3764739,1723,2,247
1669,3687098,2,198
1669,3687097,2,227
1792,4045027,2,210
3740516,1723,2,254
4022886,2052,2,211
1743,3666627,2,210
1743,3666626,2,195
1920,3749929,2,226
1920,3749928,2,231
4037297,2365,2,251
2308,3764499,2,225
2468,5018190,2,254
2309,3442464,2,200
2468,5018192,2,226
2101,3893415,2,211
2101,3893414,2,259
1986,7275647,2,114
3765216,2101,2,211
1986,7275648,2,140
1841,3764500,2,243
5709999,2267,2,218
2363,1826,2,108
2263,3887811,2,274
1632,4037035,2,198
7653719,2479,2,279
2476,1667,2,99
1841,3764501,2,260
1982,2170,2,96
2176,3442568,2,206
1646,4036996,2,238
2176,3442567,2,186
2365,5121372,2,406
2365,5121373,2,434
2365,5121374,2,402
3764739,2468,2,247
3765153,2468,2,226
3764766,2468,2,247
6217415,1723,2,210
7653684,2479,2,204
4000520,1743,2,184
4037252,1826,2,209
6408761,1870,2,258
1750,3813507,2,190
3812963,2477,2,207
1750,4009396,2,193
2455,3687099,2,198
1750,4009397,2,199
1750,3813506,2,208
1720,4016280,2,219
1720,4016281,2,212
3764766,1723,2,247
1743,7647728,2,232
1743,7647729,2,214
4473147,1826,2,251
1982,4037204,2,211
7653689,1982,2,239
1632,4473023,2,198
2421,3740975,2,184
4009240,2337,2,297
1667,3893422,2,220
2421,3740974,2,218
2337,4473365,2,322
2496,5138164,2,247
2496,5138165,2,288
7275548,1723,2,226
2337,4473362,2,278
1667,3893423,2,194
3765212,2455,2,244
3740510,2308,2,243
1869,1166838,2,180
3764756,2365,2,440
1869,1166839,2,180
1826,3813156,2,251
3740509,1841,2,235
2468,6961993,2,226
4009230,1870,2,290
4726726,2512,2,198
2037,3749662,2,251
2037,3749661,2,205
2428,4009397,2,199
2468,4726963,2,200
2428,4009396,2,193
4009241,2337,2,216
3764786,2365,2,405
2365,5121381,2,415
2365,5121383,2,438
1982,4008208,2,222
2365,5121382,2,415
2176,7275648,2,206
2176,7275647,2,186
2467,2468,2,253
1826,3687415,2,280
4022887,1982,2,222
1826,3687414,2,252
1826,3687413,2,216
1826,3687412,2,432
1691,3749883,2,185
1723,4016358,2,242
1826,3687411,2,432
3765219,2101,2,211
3813039,2365,2,209
1723,4016359,2,207
2365,3926190,2,280
4009618,1826,2,216
1646,3926194,2,238
6217416,2468,2,210
2477,5138042,2,226
2365,3926189,2,252
2501,4037033,2,185
1886,4035721,2,184
1886,4035720,2,251
3716877,2172,2,202
2245,3749645,2,231
4997004,1886,2,251
4009619,1826,2,252
2365,3926187,2,434
2365,3926188,2,209
2365,3926186,2,421
3343766,2336,2,180
3901292,5761283,2,204
3716873,1723,2,215
3901292,5761282,2,227
3740513,2496,2,227
1655,2279,2,187
2468,3749937,2,249
4009634,2101,2,259
1723,4036660,2,254
1723,4036661,2,227
2535,1883,2,172
1826,3813114,2,226
1826,3813115,2,238
1826,3813112,2,405
1826,3813113,2,405
6408777,1870,2,250
1826,3813116,2,208
7653679,1667,2,218
2468,4045022,2,225
3764711,1826,2,223
4037283,1723,2,226
5710055,2279,2,257
4473149,1826,2,405
2365,3687473,2,251
3812930,1667,2,217
4009635,2052,2,223
6408776,1870,2,207
3764482,2501,2,185
3765217,1669,2,279
4009633,2052,2,211
4009666,2477,2,226
2468,3749916,2,226
2365,7275664,2,415
7376288,1723,2,193
5709997,1883,2,257
1982,3811236,2,211
1982,3811237,2,239
3764786,1826,2,405
2526,3887775,2,275
7275322,2172,2,202
2365,7275666,2,409
2365,7275665,2,434
2496,3749687,2,262
2496,3749686,2,245
7312132,2337,2,241
7161668,3901292,2,210
7161668,3901291,2,210
4009638,2172,2,202
4009223,1870,2,218
1870,3681789,2,275
1984,4473018,2,209
2402,3749663,2,188
1870,3681788,2,236
2402,3749664,2,210
2428,7275652,2,198
3764784,1826,2,238
1722,1723,2,207
7275550,2468,2,235
1710,3893418,2,241
1723,5657268,2,205
1710,3893419,2,254
1723,5657267,2,204
1826,5122008,2,413
1782,3887810,2,218
1826,5122007,2,434
2468,4008888,2,210
2308,5657273,2,243
1826,5122006,2,421
2308,5657274,2,235
2308,5657271,2,197
3343764,1982,2,180
2308,5657272,2,225
1842,5138044,2,195
4000519,1743,2,199
2365,3442435,2,405
2365,3442434,2,215
2365,3442433,2,207
2365,3442432,2,190
4037298,1826,2,387
6408747,2337,2,262
7653685,2479,2,204
1669,5138039,2,204
3716943,2336,2,193
3740514,2496,2,212
7376290,2468,2,254
2392,5121375,2,208
4009630,2455,2,241
5762022,2402,2,210
4009639,1869,2,193
3807614,2174,2,209
2365,3442436,2,440
2455,5138179,2,191
4009238,2176,2,198
3764758,1826,2,223
3740511,2308,2,225
7312135,2337,2,322
1870,5091945,2,241
3716943,1869,2,193
4009634,1669,2,279
1710,5138179,2,191
2308,4016279,2,243
1710,5138180,2,250
2308,4016278,2,260
5727634,2172,2,211
2455,5138180,2,250
4687337,1986,2,114
4009639,2336,2,193
7275134,2279,2,245
3813038,1826,2,238
2392,4473030,2,208
2365,3687414,2,252
2365,3687413,2,216
4022946,2101,2,259
2501,7275658,2,185
2365,3687415,2,280
1646,5138185,2,199
2365,3687412,2,432
1723,4459239,2,226
2365,3687411,2,432
1646,5138184,2,190
7376289,1723,2,193
4037252,2365,2,209
5709997,2279,2,257
2156,3749661,2,205
2156,3749662,2,251
1723,3893335,2,187
4997004,2282,2,251
2479,5138178,2,204
1723,4459240,2,235
7376289,2468,2,193
1870,5091946,2,207
1723,3893336,2,187
1826,6591516,2,216
3765215,2479,2,227
3807617,2512,2,198
4726727,2392,2,208
1782,6591479,2,208
4009667,1826,2,251
1723,3764794,2,186
1723,3764795,2,186
1984,4037032,2,209
2336,3811234,2,226
2392,1781,2,121
1870,4473365,2,322
1870,4473362,2,278
3765151,2468,2,254
3765151,1723,2,254
1826,3687473,2,251
7653679,2477,2,218
6217416,1723,2,210
1750,7275652,2,198
4009616,1826,2,406
1826,3887779,2,252
1686,5657269,2,262
1826,3887778,2,280
2279,4211797,2,225
2279,4211798,2,245
6423451,1883,2,245
5762022,1792,2,210
4009239,1986,2,321
6217417,2468,2,252
2174,4473018,2,209
3343765,2336,2,180
1667,5138183,2,226
1686,5657270,2,245
1826,3887780,2,223
1723,1166841,2,180
1723,1166840,2,180
7275134,1883,2,245
3812958,2512,2,198
3764785,1826,2,207
2468,3926217,2,207
2402,1791,2,129
2156,2551,2,180
2336,4008281,2,186
3812976,2365,2,208
6408760,2337,2,207
3812958,1632,2,198
3343766,1869,2,180
2336,3811284,2,186
5355361,3901291,2,204
5355361,3901292,2,204
4009664,2468,2,210
1723,4473192,2,252
1723,4473191,2,210
1723,4473190,2,210
4997010,2421,2,198
3812956,2501,2,185
3764711,2365,2,223
1826,3764967,2,209
1826,3764966,2,415
3741070,1743,2,288
5355359,3901291,2,199
4037298,2365,2,387
5355359,3901292,2,199
3807614,1984,2,209
2468,3926243,2,242
4022946,2479,2,279
1841,3764499,2,225
4726724,2501,2,185
1920,3749645,2,231
1743,3666730,2,195
1743,3666731,2,210
4997003,1886,2,184
4009230,2337,2,290
7275550,1723,2,235
1723,3749688,2,108
1723,3749689,2,215
3765216,2052,2,211
4009624,1646,2,190
7653691,1869,2,193
3740509,2308,2,235
2365,4726761,2,238
4473150,2365,2,209
2365,4726763,2,434
4009636,2101,2,211
2365,4726762,2,251
2365,4473028,2,434
3807618,1782,2,208
2365,4473029,2,409
2365,4473027,2,415
4009240,1870,2,297
2428,4473015,2,198
1691,4473021,2,185
1792,5454903,2,210
3741064,2279,2,208
2392,2391,2,111
1723,3749690,2,225
2365,1825,2,293
1826,3764994,2,190
1723,3749691,2,252
4009617,2365,2,406
2365,1827,2,235
4022946,2052,2,259
3716942,2172,2,239
3764709,1826,2,405
6408776,2337,2,207
3741063,2279,2,200
2496,5657269,2,262
3764748,2365,2,207
1666,2477,2,67
7170677,1826,2,215
1938,3887811,2,274
1667,3813108,2,218
4009667,2365,2,251
3716873,2468,2,215
4009617,1826,2,406
4037251,1826,2,432
2421,3666731,2,210
2421,3666730,2,195
7653688,2052,2,211
1984,7013420,2,196
1984,7013421,2,207
1782,7275667,2,208
1686,5138029,2,247
3765217,2101,2,259
2365,2366,2,264
2365,2364,2,307
1669,3893417,2,196
1669,3893416,2,227
2512,7275660,2,198
4009626,1667,2,194
1669,3893414,2,279
2468,2469,2,139
1723,5158081,2,226
1723,5158082,2,241
1723,5158083,2,235
2468,2460,2,480
2392,6591479,2,208
4022886,2101,2,211
2468,4008837,2,252
1743,3666568,2,210
1826,3764995,2,207
1743,3666567,2,195
1826,3764996,2,405
3807586,2477,2,217
1883,5770810,2,267
1883,5770811,2,250
4726724,1691,2,185
7275322,1982,2,202
7376291,1723,2,252
7653690,1982,2,209
1870,6682606,2,253
1870,6682607,2,233
2468,3747809,2,195
7376291,2468,2,252
2174,7275655,2,209
1986,3442568,2,140
1986,3442567,2,114
7653684,1669,2,204
3740516,2468,2,254
4037289,2101,2,211
4009255,1870,2,250
2336,1166839,2,180
2336,1166838,2,180
4473148,2365,2,405
1841,5454902,2,260
3343763,2172,2,180
2465,4016281,2,212
2465,4016280,2,219
2468,3747810,2,195
2336,4008206,2,226
1723,2460,2,480
3740512,1841,2,197
4009629,1710,2,254
7653720,1667,2,235
1782,4473030,2,208
2037,2090,2,180
3812963,1667,2,207
6423450,1883,2,225
4037290,2479,2,227
2267,5770813,2,249
2267,5770812,2,186
7312133,1870,2,207
1842,5138186,2,195
2392,4037007,2,208
1842,5138187,2,200
5727634,1982,2,211
2421,3666776,2,195
1710,3687099,2,198
1723,4472773,2,225
1723,4472774,2,227
4009255,2337,2,250
1906,5018153,2,249
3740512,2308,2,197
1906,5018152,2,186
2496,5657270,2,245
3343765,1869,2,180
2267,3749638,2,207
2468,7176251,2,226
2267,3749639,2,232
3901292,5761312,2,234
3901292,5761311,2,210
3765210,1667,2,218
7312133,2337,2,207
4009632,2479,2,204
4009223,2337,2,218
1782,1781,2,97
1792,1791,2,114
1792,3740335,2,210
2526,5138185,2,199
1826,4726761,2,238
1826,4726762,2,251
1826,4726763,2,434
2365,5122006,2,421
2526,5138184,2,190
2365,5122007,2,434
2365,5122008,2,413
5761990,1792,2,188
4009629,2455,2,254
2468,4036827,2,254
5709998,2267,2,195
4000520,2421,2,184
1982,1980,2,119
7170678,1826,2,215
4997010,1743,2,198
1723,3926243,2,242
2468,7176249,2,254
3812930,2477,2,217
3764456,1691,2,251
1886,5770807,2,184
2526,3893424,2,272
1886,5770806,2,234
2526,3893425,2,284
1870,4037024,2,236
1870,4037025,2,236
3764785,2365,2,207
2468,5657328,2,108
1723,4045022,2,225
2421,3666567,2,195
4009222,1870,2,250
2421,3666568,2,210
2392,3926247,2,288
4009634,2052,2,259
2365,6591476,2,405
2365,6591475,2,434
6408762,1870,2,297
4009620,2365,2,280
2365,6591474,2,251
2365,6591473,2,252
2365,6591472,2,280
4009238,1986,2,144
4009619,2365,2,252
2172,4037204,2,211
2468,4035039,2,210
2477,3813061,2,207
2468,4035038,2,210
3716945,2468,2,215
1646,3893424,2,272
1646,3893425,2,284
4000519,2421,2,199
2337,3681864,2,275
3764748,1826,2,207
4473150,1826,2,209
4997003,2282,2,184
1646,6591468,2,238
2172,3811236,2,211
2172,3811237,2,239
6408762,2337,2,297
2535,2279,2,170
7653719,2052,2,259
1743,3666776,2,195
4009618,2365,2,216
4687336,1986,2,140
3901291,5761311,2,210
1720,3764498,2,212
1792,3740304,2,188
7653683,2455,2,241
3901292,3908821,2,199
3901291,5761312,2,234
3901292,3908822,2,199
1646,3687419,2,238
3901292,3908823,2,204
