from_stop_id,to_stop_id,transfer_type,min_transfer_time
2485,2484,2,127
2063,3747835,2,241
4997012,2213,2,205
2403,3893369,2,248
2063,3747834,2,197
1641,7153053,2,231
1641,7153052,2,241
2063,4037243,2,241
2112,4726939,2,241
4471734,2521,2,241
2121,5944516,2,207
2550,3798450,2,207
2287,7568981,2,218
2550,4614627,2,215
2403,3893371,2,199
2403,3893370,2,217
2125,5018392,2,185
6423473,1843,2,232
2550,3798449,2,210
2297,4036972,2,269
4037264,2063,2,195
2136,3764523,2,247
2136,3764524,2,264
1675,4035809,2,196
2063,4037188,2,191
2213,4211804,2,282
2089,3664390,2,222
2063,4037189,2,209
2213,3764652,2,205
2063,4037187,2,195
2297,4036973,2,205
6423458,2213,2,282
2310,1844,2,106
4037260,2206,2,208
1901,5747225,2,269
2403,5018411,2,214
1675,4035806,2,399
2403,5018410,2,248
2550,4614626,2,215
1675,4035807,2,387
1767,1647,2,120
2287,5944499,2,251
1675,4035808,2,207
2213,4045033,2,282
2550,6869571,2,195
3731629,2287,2,202
2550,6869572,2,207
2076,3747908,2,250
2403,3765306,2,225
2213,2212,2,145
2076,3747909,2,210
2403,7153059,2,230
6423465,1767,2,253
2403,7153058,2,243
6423471,1843,2,198
2125,5761443,2,199
2125,5761444,2,189
1958,5657280,2,274
2125,5761442,2,250
2213,7275140,2,282
3749761,2297,2,205
1793,3765306,2,225
1901,2298,2,166
1901,2296,2,231
6423467,2377,2,217
6423466,2377,2,207
2017,5454920,2,264
6591548,2377,2,229
2112,3813102,2,195
3343777,1767,2,180
2112,3813103,2,220
5761972,2485,2,399
1901,4035555,2,269
1901,4035556,2,205
6423463,1898,2,234
4037268,1767,2,217
2125,4045034,2,181
3749794,2485,2,274
1958,5657278,2,235
2063,3747868,2,195
2297,1900,2,229
2063,3747869,2,209
2213,3740297,2,282
4996989,2377,2,207
3749790,1958,2,281
2017,5454919,2,247
2297,1902,2,168
1793,3926337,2,216
2076,3666724,2,192
2550,6869762,2,207
5761973,1675,2,387
2076,3666725,2,194
1843,2311,2,103
2213,5761441,2,205
1891,4036964,2,193
2089,5150454,2,195
2076,3747910,2,254
2076,3747911,2,236
1891,4036965,2,202
2089,3798449,2,210
4996981,2112,2,209
2550,3688572,2,194
1958,4211804,2,282
2550,3688571,2,207
1759,2211,2,600
2403,3926309,2,199
2403,3926308,2,243
1793,5018355,2,248
2072,4035566,2,194
1793,5018356,2,214
1793,5018357,2,214
2206,7176395,2,197
4471734,1641,2,241
1932,3446763,2,198
1932,3446764,2,245
1958,4035729,2,205
1793,2404,2,90
2437,2211,2,600
2550,4614716,2,215
2550,4614715,2,215
3749761,1901,2,205
3749769,1958,2,217
6423467,1767,2,217
5761974,1675,2,207
5761981,2213,2,274
2089,3798450,2,207
2008,3747870,2,284
1675,2484,2,120
6591781,2125,2,254
6423472,1843,2,235
1767,967988,2,180
4997014,1767,2,253
1767,967989,2,180
2206,3765255,2,270
1675,2486,2,104
5761983,2213,2,217
2550,6869786,2,195
2213,3749738,2,281
1793,2528,2,162
2076,3666772,2,192
2089,4889493,2,194
2089,4889494,2,194
2377,6591526,2,229
2072,4035543,2,212
1958,5761441,2,205
1932,6682464,2,287
1932,6682465,2,306
1843,1844,2,98
4996990,2294,2,197
1767,6591450,2,217
2164,4726950,2,284
4996988,2377,2,217
6591782,2297,2,243
1958,4045033,2,282
1793,3926308,2,243
2063,3813079,2,241
1793,3926309,2,199
1951,3887817,2,270
2063,3813077,2,287
2063,3813078,2,264
2377,3926396,2,204
2377,3926397,2,217
2485,4035810,2,274
2089,4117656,2,207
6591779,2125,2,216
2089,4117655,2,210
2076,3666562,2,194
2076,3666561,2,192
3716893,1951,2,263
4471735,1793,2,243
2121,5922192,2,274
2121,5922193,2,252
6591782,1901,2,243
2112,4726948,2,195
2112,4726949,2,209
2424,5747219,2,206
1958,5018143,2,282
2257,3673631,2,210
2257,3673630,2,245
2485,4035809,2,196
2550,6869663,2,207
1793,1648,2,126
2485,4035806,2,399
1951,7176294,2,197
2485,4035807,2,387
2485,4035808,2,207
2112,2111,2,96
1951,7176395,2,197
1951,7176292,2,197
2207,2206,2,145
3343778,2377,2,180
2424,5747220,2,206
2550,6869662,2,195
2089,6869572,2,207
1793,5018411,2,214
1793,5018410,2,248
2213,5657323,2,217
2089,5747235,2,203
2206,1956,2,600
1951,7153051,2,208
2089,6869571,2,195
2076,2208,2,72
2076,4211806,2,223
1951,7153050,2,197
1793,4036787,2,230
3749790,2213,2,281
2076,2209,2,55
2076,4211807,2,223
1793,4036786,2,243
2207,1951,2,129
6423472,2310,2,235
1767,4726932,2,229
2125,5747233,2,254
2125,5747232,2,201
2125,7275143,2,218
2125,5747231,2,199
2125,7275142,2,192
2089,3688571,2,207
1891,7568981,2,218
2089,3688572,2,194
2550,4614756,2,215
4037268,2377,2,217
1932,3682020,2,215
5761981,1958,2,274
1932,3682021,2,245
3749760,1901,2,269
2112,3813078,2,264
2112,3813079,2,241
2112,3813077,2,287
2112,3748094,2,220
2112,3748093,2,205
3731627,1746,2,373
4996993,2076,2,259
4997021,2112,2,241
6423458,1958,2,282
6423466,1767,2,207
2076,4045034,2,181
5762027,1958,2,235
2072,3682024,2,194
2121,4035566,2,194
2063,4044993,2,197
2287,5747217,2,193
2063,4044994,2,241
2287,5747218,2,202
1901,5657322,2,220
4037270,2076,2,218
2076,4035817,2,254
2076,4035816,2,201
6423470,2310,2,229
2076,4035815,2,201
2550,3689919,2,207
2550,3689920,2,208
1951,3764976,2,208
1958,3764652,2,205
2076,3740294,2,201
1793,3893370,2,217
2550,4036935,2,212
2076,3740295,2,218
2550,4036936,2,212
2017,3764524,2,264
1951,3887757,2,232
2017,3764523,2,247
1793,3893371,2,199
2089,4614715,2,215
2376,2377,2,153
2376,1767,2,79
2076,3764653,2,250
3807565,2125,2,259
4037269,1898,2,197
2089,4614716,2,215
4996982,2164,2,284
3749794,1675,2,274
2089,4889458,2,194
2089,4889457,2,194
6423469,2377,2,256
4037265,2112,2,209
5762027,2213,2,235
1641,3926302,2,241
2063,4459258,2,241
1641,3926303,2,231
2063,4459257,2,209
2213,1957,2,184
1793,3765258,2,225
1772,5747222,2,205
1772,5747221,2,221
2125,4211807,2,223
4037265,2063,2,209
2125,4211806,2,223
1958,3747907,2,205
2403,3926337,2,216
2424,4035549,2,206
2297,4035556,2,205
3731630,1891,2,193
2403,1794,2,90
2297,4035555,2,269
2424,4035550,2,206
2297,5747225,2,269
2297,5747226,2,205
4996980,2063,2,195
1958,5657323,2,217
1843,3687442,2,243
2213,3747907,2,205
2072,3446770,2,274
2017,3926304,2,247
2076,1954,2,70
2076,1953,2,83
3807563,2213,2,205
2017,3926305,2,264
2136,7153055,2,264
6423461,2076,2,210
2136,7153054,2,247
2112,3748056,2,264
2112,3748055,2,287
4996982,2008,2,284
2112,3748057,2,216
2213,3764606,2,205
3749760,2297,2,269
2072,3446769,2,259
1793,6251764,2,230
2072,3446767,2,194
1767,6591526,2,229
1793,6251763,2,243
6423470,1843,2,229
2206,7153050,2,197
2206,7153051,2,208
2206,3926338,2,208
2076,3764608,2,259
2076,3764607,2,250
4997014,2377,2,253
2125,4044988,2,198
2112,3687078,2,191
2112,2062,2,68
2257,4035547,2,207
5761974,2485,2,207
4996988,1767,2,217
2112,4036642,2,195
6423468,1767,2,243
2112,4036643,2,191
1793,5018435,2,230
2112,3687079,2,209
1746,7647712,2,416
2112,4037243,2,241
1958,3764606,2,205
2125,2208,2,99
3343785,2112,2,180
2125,2209,2,15
2377,2527,2,117
1901,5747226,2,205
2257,4035546,2,197
5761983,1958,2,217
2403,5018435,2,230
2257,3682021,2,245
2076,7275143,2,218
2377,7170694,2,207
6423465,2377,2,253
2076,7275142,2,192
2257,3682020,2,215
2287,4036965,2,202
2125,4035562,2,259
2125,4035561,2,199
1951,2211,2,600
2287,4036964,2,193
2125,4035563,2,254
3731627,2424,2,373
2121,4035543,2,212
2072,3682086,2,212
5761972,1675,2,399
